show_id,type,title,director,country,date_added,release_year,rating,listed_in,year_added,month_added,duration_value,duration_unit,genre_count
s6868,Movie,Goldie,Sam de Jong,United States,22-06-2020,2019,TV-MA,Dramas,2020,6,89,min,1
s6870,Movie,Goldstone,Ivan Sen,Australia,10-12-2018,2016,R,Thrillers,2018,12,110,min,1
s6871,Movie,Golmaal: Fun Unlimited,Rohit Shetty,India,31-12-2019,2006,TV-14,"Comedies, International Movies",2019,12,148,min,2
s6873,Movie,Gone are the Days,Mark Landre Gould,United States,01-01-2019,2018,R,Independent Movies,2019,1,100,min,1
s6874,Tv Show,Gonul,Neslihan Yesilyurt,Turkey,12-07-2017,2015,TV-14,"International TV Shows, TV Dramas, TV Thrillers",2017,7,1,season,3
s6875,Movie,Good Kids,Chris McCoy,United States,19-01-2017,2016,R,"Comedies, Independent Movies",2017,1,90,min,2
s6876,Movie,Good Kill,Andrew Niccol,United States,02-04-2017,2014,R,Dramas,2017,4,103,min,1
s6877,Movie,Good Kisser,Wendy Jo Carlton,United States,20-08-2020,2019,TV-MA,"Comedies, Dramas, Independent Movies",2020,8,75,min,3
s6878,Movie,Good Luck,Tarek Abdel Moaty,Egypt,21-06-2019,2012,TV-MA,"Dramas, International Movies",2019,6,99,min,2
s6879,Movie,"Good Night, and Good Luck",George Clooney,United States,02-06-2019,2005,PG,Dramas,2019,6,93,min,1
s6880,Movie,Good People,Henrik Ruben Genz,United States,08-09-2017,2014,R,"Action & Adventure, Thrillers",2017,9,90,min,2
s6881,Movie,GoodFellas,Martin Scorsese,United States,01-01-2021,1990,R,"Classic Movies, Dramas",2021,1,145,min,2
s6882,Movie,Gook,Justin Chon,United States,06-03-2018,2017,TV-MA,"Dramas, Independent Movies",2018,3,95,min,2
s6883,Movie,Goon,Michael Dowse,United States,15-08-2017,2011,R,"Comedies, Sports Movies",2017,8,92,min,2
s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,United States,25-04-2019,2018,PG,"Children & Family Movies, Comedies",2019,4,90,min,2
s6885,Movie,Gosford Park,Robert Altman,United States,01-11-2019,2001,R,"Comedies, Dramas, International Movies",2019,11,137,min,3
s6887,Movie,Gothika,Mathieu Kassovitz,United States,01-01-2021,2003,R,"Horror Movies, Thrillers",2021,1,98,min,2
s6888,Movie,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,India,15-10-2017,2015,TV-14,"Dramas, Independent Movies, International Movies",2017,10,109,min,3
s6889,Movie,Gran Torino,Clint Eastwood,Germany,01-10-2020,2008,R,Dramas,2020,10,117,min,1
s6892,Movie,Grand Masti,Indra Kumar,India,01-03-2018,2013,TV-MA,"Comedies, International Movies, Music & Musicals",2018,3,93,min,3
s6893,Movie,Grass,Tanuj Chopra,United States,14-02-2019,2017,TV-MA,"Comedies, Independent Movies",2019,2,57,min,2
s6894,Movie,Grease,Randal Kleiser,United States,01-11-2019,1978,PG,"Classic Movies, Comedies, Music & Musicals",2019,11,110,min,3
s6897,Movie,Green Room,Jeremy Saulnier,United States,12-11-2018,2015,R,"Horror Movies, Thrillers",2018,11,95,min,2
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,Nigeria,01-01-2018,2016,TV-MA,"Comedies, Independent Movies, International Movies",2018,1,102,min,3
s6899,Movie,Gringo: The Dangerous Life of John McAfee,Nanette Burstein,United States,01-04-2018,2016,TV-MA,Documentaries,2018,4,97,min,1
s6900,Movie,Growing Up Coy,Eric Juhola,United States,06-01-2017,2016,TV-PG,"Documentaries, LGBTQ Movies",2017,1,82,min,2
s6901,Movie,Gun Runners,Anjali Nayar,Canada,01-02-2017,2015,TV-PG,"Documentaries, International Movies, Sports Movies",2017,2,90,min,3
s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,United Kingdom,26-07-2019,2015,TV-G,"Documentaries, International Movies",2019,7,57,min,2
s6904,Movie,Héroes,Esteban Vidal,Chile,19-08-2018,2015,TV-MA,"Comedies, International Movies",2018,8,91,min,2
s6905,Movie,Hükümet Kadin,Sermiyan Midyat,Turkey,10-03-2017,2013,TV-MA,"Comedies, International Movies",2017,3,100,min,2
s6906,Movie,Hükümet Kadin 2,Sermiyan Midyat,Turkey,10-03-2017,2013,TV-14,"Comedies, International Movies",2017,3,101,min,2
s6909,Movie,Hadi İnşallah,Ali Taner Baltacı,Turkey,04-04-2018,2014,TV-14,"Comedies, International Movies, Romantic Movies",2018,4,95,min,3
s6910,Movie,Hairspray,Adam Shankman,United States,01-01-2020,2007,PG,"Children & Family Movies, Comedies, Music & Musicals",2020,1,116,min,3
s6911,Movie,HALO Legends,"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki",United States,01-05-2017,2009,PG-13,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2017,5,117,min,3
s6912,Movie,Halo: The Fall of Reach,Ian Kirby,United States,07-03-2016,2015,TV-14,"Action & Adventure, Sci-Fi & Fantasy",2016,3,65,min,2
s6913,Movie,Hamara Dil Aapke Paas Hai,Satish Kaushik,India,01-03-2018,2000,TV-14,"Dramas, International Movies, Music & Musicals",2018,3,158,min,3
s6914,Movie,Hamburger Hill,John Irvin,United States,23-11-2019,1987,R,"Action & Adventure, Dramas",2019,11,110,min,2
s6915,Movie,Hamza's Suitcase,Akram Farouk,Egypt,02-05-2019,2017,TV-14,"Comedies, International Movies",2019,5,79,min,2
s6916,Movie,Hangman,Johnny Martin,United States,06-05-2020,2017,R,Thrillers,2020,5,99,min,1
s6917,Movie,Hank: Five Years from the Brink,Joe Berlinger,United States,25-08-2018,2013,TV-14,Documentaries,2018,8,86,min,1
s6919,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,United Kingdom,01-03-2018,2017,TV-G,"International Movies, Music & Musicals",2018,3,138,min,2
s6921,Movie,Happy Hunting,"Joe Dietsch, Louie Gibson",United States,01-01-2018,2017,TV-MA,"Horror Movies, Independent Movies",2018,1,91,min,2
s6922,Movie,Happy Times,Luis Javier M. Henaine,Mexico,08-02-2017,2014,NR,"Comedies, International Movies, Romantic Movies",2017,2,79,min,3
s6925,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman",United Kingdom,06-09-2017,2015,TV-MA,"Dramas, Independent Movies",2017,9,79,min,2
s6926,Movie,Hardcore Henry,Ilya Naishuller,Russia,01-08-2020,2015,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2020,8,96,min,3
s6928,Movie,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg",United States,01-10-2019,2008,R,"Comedies, Cult Movies",2019,10,101,min,2
s6929,Movie,Harold & Kumar Go to White Castle,Danny Leiner,United States,01-01-2020,2004,R,"Comedies, Cult Movies",2020,1,88,min,2
s6930,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,United States,25-11-2018,2015,TV-14,Documentaries,2018,11,95,min,1
s6932,Movie,Harriet the Spy: Blog Wars,Ron Oliver,United States,15-04-2018,2010,TV-G,"Children & Family Movies, Comedies",2018,4,87,min,2
s6933,Tv Show,Harry & Bunnie,Ah Loong,Malaysia,15-10-2017,2017,TV-Y7,"Kids' TV, TV Comedies",2017,10,1,season,2
s6934,Movie,Harry and Snowman,Ron Davis,United States,15-01-2017,2015,TV-PG,"Documentaries, Sports Movies",2017,1,83,min,2
s6935,Movie,Harry Benson: Shoot First,"Justin Bare, Matthew Miele",United States,01-05-2017,2016,NR,Documentaries,2017,5,90,min,1
s6937,Movie,Haseena Maan Jaayegi,David Dhawan,India,01-03-2018,1999,TV-PG,"Action & Adventure, Comedies, Dramas",2018,3,151,min,3
s6939,Movie,Haunters: The Art of the Scare,Jon Schnitzer,United States,02-01-2018,2017,TV-MA,"Documentaries, Horror Movies",2018,1,89,min,2
s6940,Movie,Haunting on Fraternity Row,Brant Sersen,United States,01-03-2019,2018,TV-MA,"Horror Movies, Independent Movies",2019,3,99,min,2
s6941,Movie,Have You Seen the Listers?,Eddie Martin,Australia,01-02-2019,2017,TV-MA,"Documentaries, International Movies",2019,2,86,min,2
s6943,Movie,Havenhurst,Andrew C. Erin,United States,10-06-2017,2016,TV-MA,"Horror Movies, Thrillers",2017,6,85,min,2
s6944,Movie,Haywire,Steven Soderbergh,Ireland,01-03-2020,2011,R,Action & Adventure,2020,3,93,min,1
s6945,Movie,He Named Me Malala,Davis Guggenheim,United States,01-06-2018,2015,PG-13,Documentaries,2018,6,89,min,1
s6946,Movie,He's Out There,Quinn Lasher,United States,12-01-2019,2018,R,"Horror Movies, Thrillers",2019,1,89,min,2
s6947,Movie,Head Count,Elle Callahan,United States,13-09-2019,2018,TV-MA,"Horror Movies, Independent Movies",2019,9,90,min,2
s6948,Movie,Head On,Ana Kokkinos,Australia,25-08-2018,1998,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",2018,8,104,min,3
s6949,Movie,Heal,Kelly Noonan,United States,01-02-2019,2017,TV-14,Documentaries,2019,2,107,min,1
s6950,Movie,Heartbreakers,David Mirkin,United States,31-12-2019,2001,PG-13,"Comedies, Romantic Movies",2019,12,124,min,2
s6951,Movie,Heartthrob,Chris Sivertson,United States,01-01-2018,2017,TV-MA,Thrillers,2018,1,87,min,1
s6953,Movie,Hedgehogs,Huang Jianming,United States,01-04-2019,2016,PG,Children & Family Movies,2019,4,94,min,1
s6955,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman",United States,06-09-2018,2015,R,"Action & Adventure, Comedies, Independent Movies",2018,9,86,min,3
s6957,Movie,Hell or High Water,David Mackenzie,United States,01-01-2019,2016,R,"Dramas, Independent Movies",2019,1,102,min,2
s6958,Movie,Hellboy,Guillermo del Toro,United States,01-12-2018,2004,PG-13,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",2018,12,122,min,3
s6959,Movie,Her,Spike Jonze,United States,29-07-2018,2013,R,"Dramas, Romantic Movies, Sci-Fi & Fantasy",2018,7,126,min,3
s6960,Movie,Her Only Choice,Christel Gibson,United States,02-05-2019,2018,TV-14,Dramas,2019,5,87,min,1
s6961,Movie,Hera Pheri,Prakash Mehra,India,31-12-2019,1976,TV-14,"Action & Adventure, Comedies, Dramas",2019,12,156,min,3
s6962,Movie,Here Alone,Rod Blackhurst,United States,01-07-2017,2016,TV-MA,Horror Movies,2017,7,97,min,1
s6963,Movie,Hero,Corey Yuen,Hong Kong,01-08-2018,1997,TV-MA,"Action & Adventure, International Movies",2018,8,89,min,2
s6965,Movie,Hickok,Timothy Woodward Jr.,United States,24-07-2020,2017,TV-MA,Action & Adventure,2020,7,88,min,1
s6967,Movie,Hide & Seek,Shawn Arranha,India,01-03-2018,2010,TV-14,"Horror Movies, International Movies, Thrillers",2018,3,96,min,3
s6968,Movie,Hide and Seek,Liu Jie,China,19-08-2017,2016,TV-14,"International Movies, Thrillers",2017,8,104,min,2
s6969,Movie,Highly Strung,Scott Hicks,Australia,01-02-2017,2015,TV-14,"Documentaries, International Movies, Music & Musicals",2017,2,80,min,3
s6990,Movie,Homeland,Anindya Chatterjee,Unknown,15-10-2019,2019,TV-PG,"Dramas, Independent Movies, International Movies",2019,10,73,min,3
s6973,Movie,Hiroshima: The Real History,Lucy van Beek,United Kingdom,31-03-2017,2015,TV-PG,Documentaries,2017,3,95,min,1
s6974,Movie,Hisss,Jennifer Lynch,India,01-12-2017,2010,TV-MA,"Horror Movies, International Movies, Thrillers",2017,12,97,min,3
s6976,Movie,History of Joy,Vishnu Govindhan,India,01-08-2018,2017,TV-14,"Dramas, International Movies",2018,8,118,min,2
s6978,Movie,Hitch,Andy Tennant,United States,01-01-2020,2005,PG-13,"Comedies, Romantic Movies",2020,1,118,min,2
s6979,Movie,Hitler's Olympics,Daniel Kontur,United Kingdom,01-08-2016,2016,TV-PG,"Documentaries, Sports Movies",2016,8,44,min,2
s6980,Movie,Hitler's Steel Beast,Daniel Ablin,France,01-11-2017,2017,TV-14,"Documentaries, International Movies",2017,11,54,min,2
s6981,Movie,Ho Mann Jahaan,Asim Raza,Pakistan,01-07-2017,2015,TV-PG,"Dramas, International Movies, Romantic Movies",2017,7,170,min,3
s6983,Movie,Hokkabaz,"Ali Taner Baltacı, Cem Yılmaz",Turkey,10-03-2017,2006,TV-MA,"Comedies, Dramas, International Movies",2017,3,118,min,3
s6984,Movie,Holding the Man,Neil Armfield,Australia,01-08-2016,2015,TV-MA,"Dramas, International Movies, LGBTQ Movies",2016,8,128,min,3
s6985,Movie,Holidays,"Anthony Scott Burns, Nicholas McCarthy, Adam Egypt Mortimer, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart, Kevin Kolsch, Dennis Widmyer",United States,15-07-2016,2016,TV-MA,"Comedies, Horror Movies",2016,7,106,min,2
s6986,Movie,Holy Hell,Will Allen,United States,01-09-2016,2016,NR,Documentaries,2016,9,103,min,1
s6987,Movie,Holy Man 2,Note Chern-Yim,Thailand,30-07-2018,2008,TV-14,"Comedies, Faith & Spirituality, International Movies",2018,7,92,min,3
s6988,Movie,Holy Man 3,Note Chern-Yim,Thailand,30-07-2018,2010,TV-MA,"Comedies, Faith & Spirituality, International Movies",2018,7,102,min,3
s6989,Movie,Hombanna,Rakshith Thirthahalli,India,01-05-2018,2017,TV-14,"Dramas, International Movies",2018,5,126,min,2
s6991,Movie,Honey 2,Bille Woodruff,United States,01-10-2019,2011,PG-13,"Dramas, Romantic Movies",2019,10,111,min,2
s7618,Movie,NOVA: The Impossible Flight,"Noel Dockstader, Quinn Kanaly",United States,01-07-2019,2018,TV-PG,Documentaries,2019,7,113,min,1
s6993,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,United States,03-11-2018,2011,PG,"Children & Family Movies, Comedies",2018,11,86,min,2
s6994,Movie,Hope Aur Hum,Sudip Bandyopadhyay,India,01-09-2018,2018,TV-14,"Children & Family Movies, Comedies, Dramas",2018,9,95,min,3
s6995,Movie,Hope Springs Eternal,Jack C. Newell,United States,08-11-2018,2018,PG,Dramas,2018,11,79,min,1
s6996,Movie,Hope: One in a Billion,Brodje Wemboendja,United States,15-12-2019,2017,TV-14,"Documentaries, International Movies, Sports Movies",2019,12,81,min,3
s6998,Movie,Horns,Alexandre Aja,United States,01-08-2019,2013,R,"Dramas, Horror Movies, Sci-Fi & Fantasy",2019,8,120,min,3
s7000,Movie,Horror Story,Ayush Raina,India,12-04-2019,2013,TV-14,"Horror Movies, International Movies",2019,4,85,min,2
s7001,Movie,Hostage to the Devil,Marty Stalker,Ireland,15-01-2017,2016,TV-14,"Documentaries, International Movies",2017,1,96,min,2
s7003,Movie,Hostiles,Scott Cooper,United States,15-08-2018,2017,R,Dramas,2018,8,134,min,1
s7004,Movie,Hot Bot,Michael Polish,United States,01-03-2016,2016,NR,Comedies,2016,3,93,min,1
s7005,Movie,Hot Property,Max McGill,United Kingdom,13-08-2017,2016,TV-MA,"Comedies, Independent Movies",2017,8,82,min,2
s7006,Movie,Hot Rod,Akiva Schaffer,United States,20-11-2019,2007,PG-13,"Comedies, Sports Movies",2019,11,88,min,2
s7008,Movie,Hotel Pacific,Janusz Majewski,Poland,01-10-2019,1975,TV-MA,"Classic Movies, Dramas, International Movies",2019,10,96,min,3
s7009,Movie,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,United States,24-01-2019,2018,PG,"Children & Family Movies, Comedies",2019,1,97,min,2
s7010,Movie,House at the End of the Street,Mark Tonderai,United States,08-05-2020,2012,PG-13,"Horror Movies, Thrillers",2020,5,101,min,2
s7011,Movie,House of Z,Sandy Chronopoulos,United States,06-01-2018,2016,TV-14,Documentaries,2018,1,88,min,1
s7619,Movie,Nova: Ultimate Mars Challenge,Gail Willumsen,United States,01-07-2019,2012,TV-G,Movies,2019,7,53,min,1
s7002,Movie,Hostages,Federico Lemos,Unknown,29-01-2018,2017,TV-PG,"Documentaries, International Movies",2018,1,91,min,2
s7012,Movie,"Houston, We Have a Problem!",Ziga Virc,Slovenia,20-07-2017,2016,TV-14,"Comedies, Independent Movies, International Movies",2017,7,84,min,3
s7013,Movie,How the Beatles Changed the World,Tom O'Dell,United States,01-02-2018,2017,TV-PG,"Documentaries, Music & Musicals",2018,2,110,min,2
s7014,Movie,How the Grinch Stole Christmas,Ron Howard,United States,01-06-2017,2000,PG,"Children & Family Movies, Comedies",2017,6,105,min,2
s7015,Movie,How to Be a Latin Lover,Ken Marino,Mexico,01-11-2019,2017,PG-13,Comedies,2019,11,116,min,1
s7016,Movie,How to Be a Player,Lionel C. Martin,United States,01-11-2019,1997,R,Comedies,2019,11,94,min,1
s7017,Movie,How to Change the World,Jerry Rothwell,Canada,01-01-2016,2015,NR,"Documentaries, International Movies",2016,1,110,min,2
s7019,Movie,How to Make an American Quilt,Jocelyn Moorhouse,United States,01-04-2018,1995,PG-13,"Dramas, Romantic Movies",2018,4,116,min,2
s7020,Movie,How to Win the US Presidency,Cal Saville,United States,01-08-2016,2016,TV-PG,Documentaries,2016,8,51,min,1
s7021,Movie,Hridaynath,Amar Gupte,India,01-01-2018,2012,TV-14,"Dramas, International Movies",2018,1,103,min,2
s7022,Movie,Hulk Vs.,"Sam Liu, Frank Paur",United States,01-06-2020,2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy",2020,6,83,min,2
s7023,Movie,Hum Saath-Saath Hain,Sooraj R. Barjatya,India,01-01-2018,1999,TV-G,"Dramas, International Movies, Music & Musicals",2018,1,176,min,3
s7024,Movie,Humko Deewana Kar Gaye,Raj Kanwar,India,22-10-2017,2006,TV-PG,"International Movies, Music & Musicals, Romantic Movies",2017,10,149,min,3
s7026,Movie,Hungerford,Drew Casson,United Kingdom,23-06-2018,2014,TV-MA,"Horror Movies, Independent Movies, International Movies",2018,6,79,min,3
s7027,Movie,Hunt to Kill,Keoni Waxman,Canada,01-01-2020,2010,R,Action & Adventure,2020,1,97,min,1
s7028,Movie,Hunter's Prayer,Jonathan Mostow,United States,22-10-2019,2015,R,"Action & Adventure, Independent Movies",2019,10,91,min,2
s7031,Movie,Hurricane Bianca,Matt Kugelman,United States,01-01-2017,2016,TV-MA,"Comedies, Independent Movies, LGBTQ Movies",2017,1,85,min,3
s7032,Movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,United States,15-08-2018,2018,TV-MA,"Comedies, Independent Movies, LGBTQ Movies",2018,8,85,min,3
s7033,Movie,Hustle & Flow,Craig Brewer,United States,01-12-2019,2005,R,"Dramas, Independent Movies, Music & Musicals",2019,12,117,min,3
s7046,Movie,I Dream Of Dance,Maria Demeshkina Peek,Unknown,31-01-2019,2017,TV-14,"Children & Family Movies, Documentaries",2019,1,106,min,2
s7035,Movie,Hypersomnia,Gabriel Grieco,Argentina,08-06-2017,2016,TV-MA,"Horror Movies, International Movies, Thrillers",2017,6,84,min,3
s7036,Movie,I Am,Onir,India,04-03-2019,2010,TV-MA,"Dramas, Independent Movies, International Movies",2019,3,106,min,3
s7037,Movie,I Am Bolt,"Benjamin Turner, Gabe Turner",United Kingdom,01-10-2017,2016,PG,"Documentaries, Sports Movies",2017,10,107,min,2
s7038,Movie,I Am Jane Doe,Mary Mazzio,United States,26-05-2017,2017,TV-14,Documentaries,2017,5,98,min,1
s7039,Movie,I Am Maris,Laura VanZee Taylor,United States,01-04-2019,2018,TV-14,Documentaries,2019,4,54,min,1
s7041,Movie,I Am Not Madame Bovary,Feng Xiaogang,China,02-09-2017,2016,TV-14,"Comedies, Dramas, International Movies",2017,9,139,min,3
s7042,Movie,I Am Sun Mu,Adam Sjöberg,China,01-02-2017,2015,NR,"Documentaries, International Movies",2017,2,88,min,2
s7043,Movie,I Am Vengeance,Ross Boyask,United Kingdom,22-12-2018,2018,R,Action & Adventure,2018,12,93,min,1
s7044,Movie,I Am Wrath,Chuck Russell,United States,16-09-2019,2016,R,"Action & Adventure, Dramas",2019,9,91,min,2
s7045,Movie,I Don't Know How She Does It,Douglas McGrath,United States,23-03-2019,2011,PG-13,Comedies,2019,3,89,min,1
s7047,Movie,I Fine... Thank You... Love You,Mez Tharatorn,Thailand,05-09-2018,2014,TV-14,"Comedies, International Movies, Romantic Movies",2018,9,116,min,3
s7048,Movie,"I, Daniel Blake",Ken Loach,United Kingdom,19-04-2019,2016,R,"Dramas, Independent Movies",2019,4,100,min,2
s7049,Movie,I'll See You in My Dreams,Brett Haley,United States,22-10-2019,2015,PG-13,"Comedies, Dramas, Independent Movies",2019,10,96,min,3
s7050,Movie,I'm in Love with a Church Girl,Steve Race,United States,01-10-2017,2013,PG,"Dramas, Faith & Spirituality, Romantic Movies",2017,10,119,min,3
s7052,Movie,Ice Guardians,Brett Harvey,Canada,01-10-2017,2016,TV-MA,"Documentaries, International Movies, Sports Movies",2017,10,108,min,3
s7053,Movie,Iceman,Law Wing-cheong,China,23-01-2018,2014,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2018,1,104,min,3
s7054,Movie,Ideachi Kalpana,Sachin,India,01-01-2018,2010,TV-14,"Comedies, International Movies, Romantic Movies",2018,1,124,min,3
s7056,Movie,Igor,Tony Leondis,United States,01-09-2019,2008,PG,Children & Family Movies,2019,9,87,min,1
s7057,Movie,Iliza Shlesinger: War Paint,Jay Chapman,United States,01-09-2013,2013,NR,Stand-Up Comedy,2013,9,75,min,1
s7058,Movie,Imagine That,Karey Kirkpatrick,United States,07-12-2019,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2019,12,108,min,3
s7059,Movie,Immoral Tales,Walerian Borowczyk,France,06-06-2019,1974,UR,"Dramas, International Movies, Romantic Movies",2019,6,103,min,3
s7061,Movie,In Search of Fellini,Taron Lexton,United States,19-03-2018,2017,R,"Action & Adventure, Dramas",2018,3,103,min,2
s7062,Movie,In The Deep,Johannes Roberts,United Kingdom,10-01-2018,2017,PG-13,"Horror Movies, International Movies, Thrillers",2018,1,89,min,3
s7063,Movie,Incir Receli 2,Aytaç Ağırlar,Turkey,10-03-2017,2014,TV-14,"Dramas, International Movies, Romantic Movies",2017,3,103,min,3
s7064,Movie,Incoming,Eric Zaragosa,Serbia,26-10-2018,2019,TV-MA,"Action & Adventure, Sci-Fi & Fantasy",2018,10,89,min,2
s7065,Movie,Incomplete,Suman Mukhopadhyay,India,08-04-2017,2017,TV-MA,"Dramas, International Movies, Romantic Movies",2017,4,119,min,3
s7066,Movie,Inconceivable,Jonathan Baker,United Kingdom,01-03-2018,2017,R,Thrillers,2018,3,106,min,1
s7067,Movie,Incorruptible,Elizabeth Chai Vasarhelyi,United States,01-09-2017,2015,TV-MA,Documentaries,2017,9,90,min,1
s7068,Movie,Incredibles 2 (Spanish Version),Brad Bird,United States,08-02-2019,2018,PG,"Children & Family Movies, Comedies",2019,2,118,min,2
s7069,Movie,INDIA,Sanjeev Gupta,India,17-02-2017,2014,NR,"Dramas, Independent Movies, International Movies",2017,2,95,min,3
s7071,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,United States,01-01-2019,2008,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",2019,1,123,min,3
s7072,Movie,Indiana Jones and the Last Crusade,Steven Spielberg,United States,01-01-2019,1989,PG-13,"Action & Adventure, Children & Family Movies, Classic Movies",2019,1,127,min,3
s7073,Movie,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,United States,01-01-2019,1981,PG,"Action & Adventure, Children & Family Movies, Classic Movies",2019,1,116,min,3
s7074,Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,United States,01-01-2019,1984,PG,"Action & Adventure, Children & Family Movies, Classic Movies",2019,1,119,min,3
s7075,Movie,Indiscretion,John Stewart Muller,United States,01-02-2017,2016,TV-MA,"Dramas, Thrillers",2017,2,99,min,2
s7076,Movie,Inequality for All,Jacob Kornbluth,United States,29-08-2018,2013,PG,Documentaries,2018,8,90,min,1
s7077,Movie,Influx,Luca Vullo,United Kingdom,01-04-2018,2016,TV-PG,"Documentaries, International Movies",2018,4,90,min,2
s7078,Movie,Inglourious Basterds,Quentin Tarantino,Germany,22-07-2019,2009,R,Action & Adventure,2019,7,153,min,1
s7079,Movie,Inkheart,Iain Softley,Germany,01-07-2019,2008,PG,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",2019,7,106,min,3
s7080,Movie,Insan,K. Subhash,India,01-03-2018,2005,TV-14,"Action & Adventure, Dramas, International Movies",2018,3,141,min,3
s7085,Movie,Instructions Not Included,Eugenio Derbez,Mexico,01-01-2020,2013,PG-13,"Comedies, Dramas, International Movies",2020,1,122,min,3
s7087,Movie,Internet Famous,Michael Gallagher,United States,21-07-2016,2016,TV-14,Comedies,2016,7,87,min,1
s7088,Movie,Into the Forest,Patricia Rozema,Canada,07-11-2018,2015,R,"Dramas, International Movies, Sci-Fi & Fantasy",2018,11,102,min,3
s7089,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,Japan,01-09-2017,2004,TV-PG,"Action & Adventure, Anime Features, International Movies",2017,9,88,min,3
s7090,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,Japan,01-09-2017,2003,TV-14,"Action & Adventure, Anime Features, International Movies",2017,9,99,min,3
s7111,Movie,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla",France,08-02-2017,2013,PG,"Children & Family Movies, Music & Musicals",2017,2,93,min,2
s7091,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,01-09-2017,2002,TV-14,"Action & Adventure, Anime Features, International Movies",2017,9,99,min,3
s7092,Movie,Invictus,Clint Eastwood,United States,01-11-2019,2009,PG-13,"Dramas, Sports Movies",2019,11,134,min,2
s7093,Movie,Invisible Essence: The Little Prince,Charles Officer,Canada,14-01-2019,2018,TV-PG,Documentaries,2019,1,91,min,1
s7094,Movie,Inxeba,John Trengove,South Africa,01-02-2018,2017,TV-MA,"Dramas, Independent Movies, International Movies",2018,2,88,min,3
s7095,Movie,Iqbal,Nagesh Kukunoor,India,01-03-2018,2006,TV-Y7,"Dramas, Independent Movies, International Movies",2018,3,127,min,3
s7096,Movie,Irada Pakka,Kedar Shinde,India,15-03-2018,2010,TV-14,"Comedies, Dramas, International Movies",2018,3,137,min,3
s7097,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,United States,19-07-2019,2018,TV-14,"Documentaries, Sports Movies",2019,7,77,min,2
s7098,Movie,Iron Man & Captain America: Heroes United,Leo Riley,United States,12-10-2014,2014,PG,"Children & Family Movies, Sci-Fi & Fantasy",2014,10,71,min,2
s7105,Movie,It's Fine,Ismail Farouk,Egypt,03-05-2019,2012,TV-14,"Comedies, International Movies, Music & Musicals",2019,5,101,min,3
s7100,Movie,Ishqedarriyaan,V. K. Prakash,India,01-03-2018,2015,TV-14,"Dramas, International Movies, Romantic Movies",2018,3,130,min,3
s7109,Movie,최강전사 미니특공대 : 영웅의 탄생,Young Jun Lee,Unknown,01-09-2018,2018,TV-Y7,Children & Family Movies,2018,9,68,min,1
s7103,Movie,Issaq,Manish Tiwary,India,01-03-2018,2013,TV-MA,"Dramas, International Movies, Music & Musicals",2018,3,140,min,3
s7104,Movie,It Takes Two,Andy Tennant,United States,20-11-2019,1995,PG,"Children & Family Movies, Comedies",2019,11,101,min,2
s7106,Movie,It's Now or Never,Maria Ripoll,Spain,01-03-2016,2015,TV-MA,"Comedies, International Movies, Romantic Movies",2016,3,91,min,3
s7107,Movie,"It's Okay, Buddy",Hani Hamdi,Egypt,06-06-2019,2017,TV-14,"Comedies, International Movies, Music & Musicals",2019,6,84,min,3
